No.,Music(Eng),Music(JPN),Other name,Artist(Eng),Artist(JPN),BPM,Category,Version,Requirement,Easy,Basic,Advanced,Expert,Master,Re:Master,Add Date,Later Add Date,Rec. video,Memo,↓,Music(Eng),Music(JPN),Other name,Artist(Eng),Artist(JPN),BPM,Category,Version,Requirement,Easy,Basic,Advanced,Expert,Master,Re:Master,Add Date,Later Add Date,Memo,↑
476,Aimai Mind,曖昧mind,-,Halozy,Halozy,125,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,2,5,7+,10,12,-,7-Sep-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
477,Limit Break,Limit Break,-,DiGiTAL WiNG,DiGiTAL WiNG,153,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,2,5,7,9+,12,-,7-Sep-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
478,OTOHIMEMORY☆UTAGATION,オトヒメモリー☆ウタゲーション,-,Junky,Junky,140,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,3,4,7,9+,11+,-,11-Jul-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
479,YumeHANABI,夢花火,-,butaotome,豚乙女,186,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,3,5,7+,9+,12+,-,22-Jun-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
480,How to be maimai sinken master!,いっしそう電☆舞舞神拳！,-,TENKOMORI feat. YURiCa/HANATAN ,さつき が てんこもり feat. YURiCa/花たん,185,オリジナル＆ジョイポリス,maimai MURASAKi,-,3,5,7+,9+,12,-,15-Dec-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
481,Panopticon,Panopticon,-,cybermiso,cybermiso,110,オリジナル＆ジョイポリス,maimai MURASAKi,-,4,5,8+,11,13,13,23-May-2017,21-Jun-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
482,April Showers,四月の雨,-,cubesato,cubesato,79,オリジナル＆ジョイポリス,maimai MURASAKi,-,2,4,7+,10+,12+,-,27-Apr-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
483,Doll wAndeRing iN tHe NighTmARe,ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,-,cosMo@Bousou-P,cosMo＠暴走P,188,オリジナル＆ジョイポリス,maimai MURASAKi,-,4,6,8,11,13,-,18-Apr-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
484,Imitation:Loud Lounge,Imitation:Loud Lounge,-,Ino(chronoize),Ino(chronoize),145,オリジナル＆ジョイポリス,maimai MURASAKi,-,3,5,7,10,12,-,28-Mar-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
485,HERA,HERA,-,LUZE,ルゼ,185,オリジナル＆ジョイポリス,maimai MURASAKi,-,4,6,8,10+,13,-,21-Feb-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
486,Selector,Selector,-,Aliesrite* (Ym1024 feat. lamie*),Aliesrite* (Ym1024 feat. lamie*),148,オリジナル＆ジョイポリス,maimai MURASAKi,-,2,5,7,10,12,-,21-Feb-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
487,AMAZING MIGHTYYYY!!!!,AMAZING MIGHTYYYY!!!!,-,WAiKURO,WAiKURO,185,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,4,6,9,12,13,13,17-Nov-2016,21-Aug-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
488,CITRUS MONSTER,CITRUS MONSTER,-,D-Cee,D-Cee,220,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,6,8,10+,13,-,20-Oct-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
489,Hyper Active,Hyper Active,-,HiTECH NINJA,HiTECH NINJA,160,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,4,6,8,11,12+,-,22-Sep-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
490,Jumble Rumble,Jumble Rumble,-,INNOCENT NOIZE,INNOCENT NOIZE,185,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,5,8,10+,12+,-,25-Aug-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
491,Nitrous Fury,Nitrous Fury,-,Jun Senoue,Jun Senoue,144,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,6,7+,10,12+,-,14-Oct-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
492,Revive The Rave,Revive The Rave,-,void(Mournfinale),void(Mournfinale),165,オリジナル＆ジョイポリス,maimai PiNK,-,4,6,8,10,12,-,21-Jan-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
493,GEMINI -M-,GEMINI -M-,-,Tatsh,Tatsh,180,オリジナル＆ジョイポリス,maimai PiNK,-,4,6,7,10,12+,-,17-Mar-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
494,Slip Flip,スリップフリップ,-,tilt-six feat.Kushii Tomomi ,tilt-six feat.串伊トモミ,143,オリジナル＆ジョイポリス,maimai PiNK,-,3,4,7,9,12,-,21-Apr-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
495,Amenohoakari,天火明命,-,Sakuzyo,削除,155,オリジナル＆ジョイポリス,maimai MURASAKi,-,3,5,8+,11,12+,-,23-May-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
496,7thSense,7thSense,-,Sakuzyo,削除,150,オリジナル＆ジョイポリス,maimai PiNK,-,4,6,8,10,13,-,18-Feb-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
497,Lividi,Lividi,-,Feryquitous,Feryquitous,191,オリジナル＆ジョイポリス,maimai MURASAKi,-,4,5,8+,11,12+,-,28-Mar-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
498,Axeria,Axeria,-,AcuticNotes,AcuticNotes,193,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,4,6,7+,10+,13,-,26-Nov-2015,22-Feb-2016,Yes,-,,,,,,,,,,,,,,,,,,,,
499,Brionac of Steel-flash,閃鋼のブリューナク,-,sasakure.UK,sasakure.UK,140,オリジナル＆ジョイポリス,maimai PiNK,-,4,6,8,10,12+,-,10-Dec-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
500,Helix of Garatia,ガラテアの螺旋,-,sasakure.UK,sasakure.UK,200,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,3,6,8,11,13,13,25-Jun-2015,16-Oct-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
501,Our Wrenally,Our Wrenally,-,t+pazolite,t+pazolite,105,オリジナル＆ジョイポリス,maimai MURASAKi,-,4,6,9,11,13,-,24-Jan-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
502,Contrapasso -paradiso-,Contrapasso -paradiso-,-,t+pazolite,t+pazolite,243,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,4,6,8+,11,13,-,28-Jul-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
503,Oshama Scramble!,Oshama Scramble!,-,t+pazolite,t+pazolite,190,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,3,5,7+,10,13,-,25-Jun-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
504,Garakuta Doll Play,Garakuta Doll Play,-,t+pazolite,t+pazolite,256,オリジナル＆ジョイポリス,maimai GreeN,-,4,6,8,11,13,13,24-Oct-2013,18-Sep-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
505,Blew Moon,Blew Moon,-,t+pazolite,t+pazolite,180,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,8,10,11+,11+,11-Jul-2013,28-Jul-2016,Yes,-,,,,,,,,,,,,,,,,,,,,
506,We Gonna Party,We Gonna Party,-,Cranky,Cranky,159,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7+,11,12,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
507,MYTHOS,MYTHOS,-,Cranky feat. Marasy ＆ Teppei ,Cranky feat. まらしぃ & てっぺい先生,158,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,7+,10,13,-,10-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
508,Life Feels Good,Life Feels Good,-,Cranky,Cranky,180,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,3,5,8,10+,12,-,10-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
509,Glorious Crown,Glorious Crown,-,xi,xi,225,オリジナル＆ジョイポリス,maimai PiNK,-,4,6,9+,11,13,-,26-May-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
510,Aiolos,Aiolos,-,xi,xi,205,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,4,6,8,10,13,-,15-Oct-2015,22-Feb-2016,Yes,-,,,,,,,,,,,,,,,,,,,,
511,LANCE,LANCE,-,Ras,Ras,156,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,3,5,7+,9+,12,-,17-Sep-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
512,Dragoon,Dragoon,-,Shandy kubota,Shandy kubota,175,オリジナル＆ジョイポリス,maimai ORANGE,-,3,5,7+,9,12,-,5-Feb-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
513,Death Scythe,Death Scythe,-,SHIKI,SHIKI,182,オリジナル＆ジョイポリス,maimai GreeN,-,2,5,7+,10,12,-,19-Sep-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
514,LUCIA,LUCIA,-,SHIKI,SHIKI,154,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,6,10,11,-,19-Sep-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
515,D✪N’T ST✪P R✪CKIN’,D✪N’T ST✪P R✪CKIN’,-,EB (aka EarBreaker),EB (aka EarBreaker),140,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,3,5,7,10,12+,-,25-Jun-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
516,oboro,oboro,-,Hige Driver ,ヒゲドライバー,175,オリジナル＆ジョイポリス,maimai ORANGE,-,3,5,7,10,12+,-,5-Feb-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
517,CYCLES,CYCLES,-,Masayoshi Minoshima feat. Mei Ayakura ,Masayoshi Minoshima feat. 綾倉盟,135,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,5,7,9,12,-,10-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
518,Lionheart,Lionheart,-,Masayoshi Minoshima,Masayoshi Minoshima,132,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7,9+,12,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
519,Heartbeats,Heartbeats,-,RAMM feat. Yuki Wakai ,RAMM feat. 若井友希,170,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,8,10,11,-,10-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
520,Acceleration,Acceleration,-,REDALiCE,REDALiCE,180,オリジナル＆ジョイポリス,maimai PLUS,-,4,6,7+,10,11+,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
521,End of Twilight,End of Twilight,-,ALiCE’S EMOTiON feat. Ayumi Nomiya,ALiCE’S EMOTiON feat. Ayumi Nomiya,180,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,3,4,7,10,11,-,10-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
522,JUMPIN' JUMPIN',JUMPIN' JUMPIN',-,SOUND HOLIC feat. Nana Takahashi,SOUND HOLIC feat. Nana Takahashi,163,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,7+,9,11,-,19-Sep-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
523,L'épilogue,L'épilogue,-,SOUND HOLIC feat. Nana Takahashi,SOUND HOLIC feat. Nana Takahashi,145,オリジナル＆ジョイポリス,maimai GreeN,-,2,5,7,9+,12,-,19-Sep-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
524,FEEL ALIVE,FEEL ALIVE,-,ELEMENTAS feat. NAGISA,ELEMENTAS feat. NAGISA,162,オリジナル＆ジョイポリス,maimai PLUS,-,4,5,8,10,12,-,14-Mar-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
525,FEEL the BEATS,FEEL the BEATS,-,A-One,A-One,166,オリジナル＆ジョイポリス,maimai PiNK,-,3,5,7+,9+,12,-,21-Apr-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
526,BREAK YOU!!,BREAK YOU!!,-,A-One,A-One,167,オリジナル＆ジョイポリス,maimai GreeN,-,2,5,6,9,12,-,19-Sep-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
527,KING is BACK!!,KING is BACK!!,-,A-One,A-One,176,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,3,5,8,10,12+,-,7-Sep-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
528,Streak,Streak,-,ARM (IOSYS),ARM (IOSYS),150,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7,10+,12,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
529,Spin me harder,Spin me harder,-,D.watt(IOSYS) feat. Asana,D.watt(IOSYS) feat. Asana,130,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7,10+,12,-,14-Mar-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
530,Turn around,Turn around,-,Clean Tears,Clean Tears,156,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7,11+,12,-,9-May-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
531,Link,Link,-,Clean Tears feat. Youna,Clean Tears feat. Youna,132,オリジナル＆ジョイポリス,maimai PLUS,-,2,6,7,10+,10+,-,14-Mar-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
532,Black Out,Black Out,-,Tsukasa（Arte Refact）,Tsukasa（Arte Refact）,142,オリジナル＆ジョイポリス,maimai PLUS,-,4,6,7,11,11,-,9-May-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
533,Fragrance,Fragrance,-,Tsukasa（Arte Refact）,Tsukasa（Arte Refact）,180,オリジナル＆ジョイポリス,maimai PLUS,-,4,5,8,11+,13,13,14-Mar-2013,24-Jul-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
534,Nerverakes,Nerverakes,-,Taishi,Taishi,140,オリジナル＆ジョイポリス,maimai PLUS,-,3,6,7,10,12+,-,9-May-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
535,Sprintrances,Sprintrances,-,Taishi,Taishi,178,オリジナル＆ジョイポリス,maimai PLUS,-,3,5,7+,9,11+,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
536,air's gravity,air's gravity,-,zts,zts,137,オリジナル＆ジョイポリス,maimai PLUS,-,4,5,7+,9+,12,-,13-Dec-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
537,Night Fly,Night Fly,-,Hatsunetsumiko's ,発熱巫女〜ず,127,オリジナル＆ジョイポリス,maimai PLUS,-,3,4,7,9+,11,-,14-Mar-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
538,Feel My Fire,Feel My Fire,-,Hatsunetsumiko's ,発熱巫女〜ず,123,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,8,9+,11+,-,14-Mar-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
539,Starlight Disco,Starlight Disco,-,loos feat. Meramipop,loos feat. Meramipop,128,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,7,10,10,11,13-Dec-2012,14-May-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
540,"kioku,kiroku",記憶、記録,-,LOPIT(SEGA),LOPIT(SEGA),185,オリジナル＆ジョイポリス,maimai GreeN,-,3,4,8,9,12,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
541,connecting with you,connecting with you,-,Takahiro Eguchi feat. Aki Misawa ,Takahiro Eguchi feat. 三澤秋,155,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,4,7,9,11+,-,30-Jun-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
542,Argent Symmetry,アージェントシンメトリー,-,Sta feat.b,Sta feat.b,172,オリジナル＆ジョイポリス,maimai PiNK,-,2,4,6,9,12,-,10-Dec-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
543,Dreampainter,Dreampainter,-,sta feat.tigerlily and DOT96,sta feat.tigerlily and DOT96,136,オリジナル＆ジョイポリス,maimai ORANGE,-,2,4,7,9+,11+,-,9-Oct-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
544,Monochrome Rainbow,Monochrome Rainbow,-,Sta ,Sta ,182,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,7+,9,11,-,26-Feb-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
545,Beat of getting entangled,Beat of getting entangled,-,Shoichiro Hirata,Shoichiro Hirata,140,オリジナル＆ジョイポリス,maimai GreeN,-,3,5,8,10,12,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
546,MIRROR of MAGIC,MIRROR of MAGIC,-,Shoichiro Hirata feat.SUIMI,Shoichiro Hirata feat.SUIMI,135,オリジナル＆ジョイポリス,maimai ORANGE,-,3,4,7,9,11+,-,18-Sep-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
547,Cosmic Train,Cosmic Train,-,Shoichiro Hirata feat.SUIMI,Shoichiro Hirata feat.SUIMI,130,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,5,9,10+,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
548,Anticyclone Cat Rock,高気圧ねこロック,-,Hideyuki Ono with Jimmy Weckl ,小野隊長とJimmy親分,260,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,5,8,9+,12,-,30-Jun-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
549,Prophesy One,Prophesy One,-,vox2 (Hideyuki Ono) ,vox2（小野秀幸） ,264,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,4,6,8,10,13,-,17-Nov-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
550,BETTER CHOICE,BETTER CHOICE,-,Jimmy Weckl feat.Mina Takagi ,Jimmy Weckl feat.高貴みな,130,オリジナル＆ジョイポリス,maimai ORANGE,-,3,5,7,9,11+,-,13-Nov-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
551,Get Happy,Get Happy,-,Jimmy Weckl,Jimmy Weckl,150,オリジナル＆ジョイポリス,maimai GreeN,-,3,5,7,10+,12,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
552,"System ""Z""","System ""Z""",-,Jimmy Weckl,Jimmy Weckl,147,オリジナル＆ジョイポリス,maimai GreeN,-,3,5,8,11+,13,-,24-Oct-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
553,VERTeX,VERTeX,-,Hiro「maimai」より,Hiro「maimai」より,237,オリジナル＆ジョイポリス,maimai ORANGE,-,3,5,8,10,13,-,26-Nov-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
554,Jinglebell,ジングルベル,-,SEGA Sound Unit [H.],SEGA Sound Unit [H.],100,オリジナル＆ジョイポリス,maimai,-,2,5,7,9,13,13,25-Nov-2012,25-Dec-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
555,HELL FRAME,火炎地獄,-,Michiru Yamane ,山根ミチル,216,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,3,5,8,10,12+,-,15-May-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
556,Danza zandA,Danza zandA,-,Fukuyama mitsuharu ,福山光晴,129,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,7,9,12,12,22-Aug-2014,21-Jun-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
557,planet dancer,planet dancer,-,Eiichiro Taruki ,樽木栄一郎,127,オリジナル＆ジョイポリス,maimai ORANGE,-,2,5,7,9+,11+,-,18-Dec-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
558,Tears and Meteor,ナミダと流星,Namida to Ryuusei ,Yoshino Yoshikawa ,芳川よしの,190,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,2,5,7,9,10,-,19-Mar-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
559,Piiman Tabetara,ピーマンたべたら,-,Tsugumi Kataoka ,カタオカツグミ,178,オリジナル＆ジョイポリス,maimai ORANGE,-,3,5,6,9+,12,-,8-Jan-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
560,maimai chan,maimaiちゃんのテーマ,-,YMCK,YMCK,136,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,6,8,10+,-,17-Jan-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
561,Pixel Voyage,Pixel Voyage,-,YMCK,YMCK,170,オリジナル＆ジョイポリス,maimai GreeN,-,1,3,6,8,11,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
562,SweetsXSweets,SweetsXSweets,-,Team-D,Team-D,132,オリジナル＆ジョイポリス,maimai,-,2,5,6,8,9+,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
563,Turn To The Rainbow,虹と太陽,-,GOSH/manami ,GOSH/manami ,146,オリジナル＆ジョイポリス,maimai,-,3,5,7,9,10+,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
564,Color My World,Color My World,-,GOSH/classical “Pathetique” ,GOSH/クラシック「悲愴」 ,94,オリジナル＆ジョイポリス,maimai,-,2,4,6,8,10,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
565,True Love Song,True Love Song,-,Kai/classical “Air on the G String” ,Kai / クラシック 「G線上のアリア」,150,オリジナル＆ジョイポリス,maimai,-,2,4,6,8+,9+,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
566,Dekoboko Taisou No.2,デコボコ体操第二,-,Takenobu Mitsuyoshi,光吉猛修＆体操隊,140,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,6,7+,9,-,17-Jan-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
567,Soran☆Bushi,ソーラン☆節,-,Takenobu Mitsuyoshi,光吉猛修,145,オリジナル＆ジョイポリス,maimai PLUS,-,3,5,7,9+,11+,-,23-Apr-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
568,OTEMO☆Yan,おても☆Yan,-,Takenobu Mitsuyoshi,光吉猛修,90,オリジナル＆ジョイポリス,maimai ORANGE,-,1,4,6,8+,11+,-,19-Feb-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
569,The★Tanko★Bushi,炭★坑★節,-,Kai/Takenobu Mitsuyoshi ,Kai/光吉猛修 ,112,オリジナル＆ジョイポリス,maimai,-,3,4,6,8,11+,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
570,Cats,ネコ日和。,-,Kai/ARISA NOTO ,Kai/能登有沙 ,171,オリジナル＆ジョイポリス,maimai,-,3,5,7,7,10,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
571,Dogs,犬日和。,-,RYOHEI KOHNO/Ayaka Mori ,RYOHEI KOHNO/森綾香 ,138,オリジナル＆ジョイポリス,maimai PLUS,-,1,4,6,8+,10,-,17-Jan-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
572,Endless World,Endless World,-,RYOHEI KOHNO/Miwako Hotate ,RYOHEI KOHNO/保立美和子 ,142,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,6,9+,10+,12,9-May-2013,21-Jun-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
573,BAD GIRL,Backyun! －悪い女－,-,Chihiro Aoki/Manami ,青山千紘/愛海,140,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,6,10,11,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
574,Honey Trap,BaBan!! －甘い罠－,-,Hiro/RINA NAGAE ,Hiro/永江理奈 ,161,オリジナル＆ジョイポリス,maimai,-,4,5,7+,10+,10,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
575,Lost Summer,オレンジの夏,-,Hiro/Taku-Maro ,Hiro/タクマロ ,132,オリジナル＆ジョイポリス,maimai,-,4,5,6,8+,10,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
576,Pi Pi Pa Puu!,ぴぴぱぷぅ！,-,Hiro/Akari Koyama ,Hiro/小山あかり ,147,オリジナル＆ジョイポリス,maimai PLUS,-,1,3,7,9,11,-,9-May-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
577,HOMURA-UTA,炎歌 -ほむらうた-,-,Hiro/Aiko Moriyama ,Hiro/森山愛子 ,108,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,6,10,12,-,23-Apr-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
578,NAKIMUSHI O'clock,泣き虫O'clock,-,Hiro/Yuka ,Hiro/友香 ,152,オリジナル＆ジョイポリス,maimai PLUS,-,2,4,7,9,10+,-,9-May-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
579,mayim mayim feat. Weekly Shonen Magazine,maiム・maiム feat.週刊少年マガジン,-,“choi mori” ,にしもと先生、タクマ、どんちゃん「ちょっと盛りました。」,140,オリジナル＆ジョイポリス,maimai GreeN,-,3,4,6,9+,11,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
580,Takahase! Meijin-Man,タカハせ！名人マン,-,beatMARIO+ARM feat. Takahashi-Meijin ,ビートまりお + ARM feat. 高橋名人,150,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,6,8,12,-,23-May-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
581,minna no maimaimaa,みんなのマイマイマー,-,beat MARIO(COOL＆CREATE)+ ARM(IOSYS) ,ビートまりお(COOL&CREATE)+ARM(IOSYS),175,オリジナル＆ジョイポリス,maimai GreeN,-,2,4,7+,9,12,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
582,welcome to maimai!! with maimaimaa,welcome to maimai!! with マイマイマー,-,Hiro feat.TAKAHITO “Rute” KOSHIDA＆beatMARIO ,Hiro feat.越田Rute隆人&ビートまりお,163,オリジナル＆ジョイポリス,maimai ORANGE PLUS,-,3,5,7,8,11,-,13-Apr-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
583,Coinlaundry Disco,ぐるぐるWASH！コインランドリー・ディスコ,-,D.watt(IOSYS)feat.Chiyoko ,D.watt(IOSYS)feat.ちよこ ,132,オリジナル＆ジョイポリス,maimai GreeN PLUS,-,2,4,6,8,10+,-,26-Feb-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
584,Infantoon Fantasy,Infantoon Fantasy,-,t+pazolite,t+pazolite,185,オリジナル＆ジョイポリス,maimai PiNK PLUS,-,3,5,7+,9,12,-,28-Jul-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
585,IKUSHION -Ixion-,幾四音-Ixion-,-,M.S.S Project,M.S.S Project,210,オリジナル＆ジョイポリス,maimai PiNK,-,3,5,7+,9,11+,-,10-Dec-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
586,Counselor,Counselor,-,DECO*27 feat.echo,DECO*27 feat.echo,135,オリジナル＆ジョイポリス,maimai PiNK,-,2,4,7,9,10+,-,10-Dec-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
